"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://lh3.googleusercontent.com/p/AF1QipMZAwDIhyRCtxRq74vLZtPyK8655I59Do3xbr_z=w408-h395-k-no","Cafeteria S&A","5","10","Colonia, Balancán LT 3","Tlalpan, Ciudad de México","Cd. de México","MX",,"+52 55 9406 9423","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeteria%20S%26A&query_place_id=ChIJz9rndBP_zYURfS46OJxojrA"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjdDZe72UUbQSH5bynIB5b_0JC5N5pi3K4Zo2-F-4hDLX-t5ObXikRa2_xj0nOhqSWP_wICSppQMRmloo937kdUDBPoA4kOpoMxD7sfu53JUTdGyhnLsmf1vDXEdLBbAaHU6GU9A=w408-h306-k-no","CALLEQATRO San Jerónimo","4.2","1193","Av. San Jerónimo 1971","La Magdalena Contreras, Ciudad de México","Cd. de México","MX","http://calleqatro.com.mx/","+52 55 5683 8002","Cafetería","https://www.google.com/maps/search/?api=1&query=CALLEQATRO%20San%20Jer%C3%B3nimo&query_place_id=ChIJVVXSUG3_zYURYKH8BNzphiA"
"https://lh3.googleusercontent.com/p/AF1QipPD2RZlnLOuzmavLZ5V8VoF-NYGj7WCwpIMFNcf=w408-h544-k-no","Cafetería Dulce Pecado","4.6","13","esquina con, Calle flor de Liz, Av. de las Torres 11","Álvaro Obregón, Ciudad de México","CDMX","MX",,,"Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Dulce%20Pecado&query_place_id=ChIJ9SZqz2L_zYURp0zPAPLjkig"
"https://lh3.googleusercontent.com/p/AF1QipPrSV0QsXuRQ1jBv8r5YblRyjWzEiY0m2TAIN1F=w426-h240-k-no","Cafetería Jardín San Ángel","4.5","80","Arteaga 32","Álvaro Obregón, Ciudad de México","Cd. de México","MX",,"+52 56 3666 3248","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Jard%C3%ADn%20San%20%C3%81ngel&query_place_id=ChIJlwaAGzgB0oUR1i67yoK8XCU"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJ4BUs3rMVtZ4OdycFH_n5J5ZFlh9dqsy2dkBM7ib3BMOGLZJO5geHH3CjEnURgoND5kiBkfeNri_in3qb95v3pjkHZV1Dpe1YWPgcNfxIWbWr7NnsCUbs7HnXzZ_smpkf7--26g=w408-h306-k-no","Apaches Cafetería","4.3","243","Av. Tetiz 45","Tlalpan, Ciudad de México","Cd. de México","MX",,"+52 55 8793 8555","Cafetería","https://www.google.com/maps/search/?api=1&query=Apaches%20Cafeter%C3%ADa&query_place_id=ChIJ3x0ebgf_zYURgKJvhxUqL5w"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqvzfmEG_xxhNEhqsl7vtxP7CcgSgiEOdNfumpE77j_-SwliQ6QFX__p17ER2F5amO21qErOPOTFqFgP2m2OemmXpQS-2RdIcS5ozomE4H_AJImrbJNF9-fCtiJYi1_1tBWSN6zw=w408-h306-k-no","Cafetería Las Rosas","4.9","14","Emiliano Zapata 11B","La Magdalena Contreras, Ciudad de México","Cd. de México","MX","https://www.facebook.com/profile.php?id=61556688593235&locale=es_LA","+52 55 6921 8292","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Las%20Rosas&query_place_id=ChIJpSzDPwD_zYURA8ezYlbF77U"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnk3hT52AfAvOJf9DNZXV_oH2TH2dUYc9nvRZMeOQ85SPKzaDoz7YMNzOxNFIfuqHyZ8AnW-PxUSev_-P2fcZWmuWoi2992v_bkgp09OCqhygYR7Ihk-QqwT9b4z07bwBEU6eD=w408-h306-k-no","Café Katsina","4.5","843","Francisco I. Madero 15","Tlalpan, Ciudad de México","Cd. de México","MX","http://www.cafekatsina.com/","+52 55 5485 6654","Tostadores de café","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Katsina&query_place_id=ChIJO8Q8Z_UAzoURFaGoDjmhYBY"
"https://lh3.googleusercontent.com/p/AF1QipNg-xkoEUHoqTWYlPmg1CnjvZZXKGEW6_xURkHI=w408-h306-k-no","Café la central","4.4","134","Av. Insurgentes Sur 3776-Local","Tlalpan, Ciudad de México","Cd. de México","MX",,"+52 55 7160 4746","Cafetería","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20la%20central&query_place_id=ChIJSRd4IGMAzoUR2Sc2QQSTGP0"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqoNTyjE4_aqfMMzuENA24lz8PyRkU_hOArnQcJ68xk9HNNOKCZsrPO1I_Em2ndfqTnfu7fU82r5dSW0iBQ6rHBa_eV0ujezuSWGRqSbT8PTAVAEJ1UB8VOaYCFLsxhjKIf4g=w408-h306-k-no","El Sueño de Frida KAHFÉ","4.6","866","Mirasol 16","Tlalpan, Ciudad de México","Cd. de México","MX","http://elsuenodefrida.mx/","+52 55 7090 2564","Cafetería","https://www.google.com/maps/search/?api=1&query=El%20Sue%C3%B1o%20de%20Frida%20KAHF%C3%89&query_place_id=ChIJc8pb72T_zYURLeZTUzY3UYs"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRbsiywYpZTB5NK8NtD0CagmBEAkXx_Pyi18nxbdQu_MbMGq8-JgXsbAVWqWyw9gPsgbYMej3y1AEO-IoQQdfsxIs7UVF1T3qAi_zjt4g4Dd26jZj0Xif6DTY9ClCgQGTxrmsdUg=w408-h306-k-no","CalleQatro Cafetería","4.3","1315","Av. San Fernando 469","Tlalpan, Ciudad de México","Cd. de México","MX","http://calleqatro.com.mx/","+52 55 5922 4894","Cafetería","https://www.google.com/maps/search/?api=1&query=CalleQatro%20Cafeter%C3%ADa&query_place_id=ChIJe8kkm2MAzoUR9wUaFitbHl4"
"https://lh3.googleusercontent.com/p/AF1QipNG79P0ty30nHKWwoLbWWgut1kNe79T1ZBlfrSb=w408-h395-k-no","Café y Té Quiero","4.5","1182","Av. Copilco 366","Coyoacán, Ciudad de México","Cd. de México","MX",,"+52 55 4957 1381","Cafetería","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20y%20T%C3%A9%20Quiero&query_place_id=ChIJX9dTxgIAzoURzlMl4sdYe6Q"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nppLfxAOdc0OesmXiWAKgtW_mYxpkiL7lWiKLS17ihIPAVZmTpcPO3r-DRc5Xn7hhS994gNQHX9EfTmEtooz9VKOH-9tRGTgmhAp0rveqp6QmB25Mr7bpjkQ21YsligJaSvrus=w424-h240-k-no","Cafetería La Dolce Vitta","4.4","81","Av. de la Libertad 82","Coyoacán, Ciudad de México","Cd. de México","MX",,"+52 55 2534 0023","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20La%20Dolce%20Vitta&query_place_id=ChIJhSWp-GkAzoUR7IEbbM9cV-M"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJmf020fH_7Ab5uWoWmZwekwslov05AvJY696eHgyHL_AxyysAmerpU9qxJxVBlzqBcFXGWTGVhiRrc8PgPcXaFfBEkfwyfAYcIQ84soEtgAuHvf4joh-gMttW7omcyz_TFPOwdw=w408-h883-k-no","Cafetería Y Taquería Los Faroles","4.3","172","Av. San Jerónimo 20","La Magdalena Contreras, Ciudad de México","Cd. de México","MX",,"+52 55 2615 5412","Taquería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Y%20Taquer%C3%ADa%20Los%20Faroles&query_place_id=ChIJt32KlhP_zYURt-S75mfldCU"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1xKehVkOGlGZq8onoh_jyTC_ToxH3l6aATX_gZ3MbHInrVwk1xFfBE4dBddlsePfe1qEIbhGAsAC08Gkilb9EhdAwJgUbMVZ_UlaiNevBVfn9s338AMr5uJK57MXj982XgEJejw=w408-h544-k-no","Café Café","4.2","185","Ayuntamiento, La Fama 121","Tlalpan, Ciudad de México","CDMX","MX",,"+52 55 5665 2849","Restaurante","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Caf%C3%A9&query_place_id=ChIJM25pTX0AzoURQwUqph2nb48"
"https://lh3.googleusercontent.com/p/AF1QipOFhUupJ1gYEZjX9kJqtW41Kw_W0HIpFQ_D6yKt=w426-h240-k-no","Cafetería Carabina 30 30","4.4","377","Av. Escuinapa 11","Coyoacán, Ciudad de México","Cd. de México","MX","https://www.facebook.com/CafeCarabina/","+52 55 7260 9567","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Carabina%2030%2030&query_place_id=ChIJL4XBnh4AzoUReEL5lxPQO8A"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nos1j5FCCvHgZpJ-O4GRENGPz6VFzwBPPAmq3WgFpw_zz3Ik1T0v-BBpOIPxrrmQFX-4EmYxxXEIA7qWLqavCh-KaGWHihsq9nyya7Fss5o243336pcJhb5mpEn7vqMyYUTiyT1=w426-h240-k-no","Geros Cafetería y Pastelería de Especialidad","4.7","328","C. James Sullivan 55","Cuauhtémoc, Ciudad de México","Cd. de México","MX","https://www.facebook.com/geroscafe/","+52 55 5535 5588","Cafetería","https://www.google.com/maps/search/?api=1&query=Geros%20Cafeter%C3%ADa%20y%20Pasteler%C3%ADa%20de%20Especialidad&query_place_id=ChIJEwWAmMz40YURKWBHgoS0Q-I"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrla5nZNWjNlLrwTyBIUgA8lurl8ANE8XvCr8as-LfNKVd1JAW9f24WObdBWP4HU18GFgFvvp4PcMqOmqnZ8b1fvugDgxcTrKARVLOmyO88I5qXiIO1pPF3RrodotlYO4WPhOfl4w=w408-h306-k-no","Finca Don Porfirio","4.3","6949","Av. Juarez 14","Cuauhtémoc, Ciudad de México","Cd. de México","MX",,"+52 55 6650 4036","Cafetería","https://www.google.com/maps/search/?api=1&query=Finca%20Don%20Porfirio&query_place_id=ChIJ0TgTPyv50YUR-iqvuuniMvI"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqweJFTQcudj113P0lMaESDP5NDL6ytUADlLkSgoJO9wLGPHLpYRNJv5Dv94DL-8pyRKMdaNzar6bawNEmQ0G-NBIChgM95uUqHsp44za3tD9rndiomv-DyAOjgGNAdcoXMaQC3rQ=w408-h305-k-no","Down The Rabbit Hole / Cafetería & Crepería","4.6","3536","Casa del Obrero Mundial 839","Benito Juárez, Ciudad de México","Cd. de México","MX","https://m.facebook.com/ElBlanconejo/?locale2=es_LA","+52 55 7158 7869","Cafetería","https://www.google.com/maps/search/?api=1&query=Down%20The%20Rabbit%20Hole%20%2F%20Cafeter%C3%ADa%20%26%20Creper%C3%ADa&query_place_id=ChIJn8Gc5fb_0YURWJb4J5QB5vg"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTnWacKe4m2rlMVifYJ5FNkY5Mtiyv1WBPM5RY7NySVb19ReEFVgv3H1pCfxnBEi1ZPpJ1n90FxfKp-4_dNimCGEVADTwI7_-ChAotxKgMJTt0kiafI1l_x76RrA4sOsg_FkDmiw=w408-h544-k-no","Buenos Díaz Cafetería","4.8","5864","Londres 130","Cuauhtémoc, Ciudad de México","Cd. de México","MX","https://buenosdiaz.mx/",,"Cafetería","https://www.google.com/maps/search/?api=1&query=Buenos%20D%C3%ADaz%20Cafeter%C3%ADa&query_place_id=ChIJ8TBWBPL_0YUREbz5kULMXsw"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFuz5VCQDMbZUNvUicbIybWMT-gwgM2r8sOCEiybYyUijs_1HFI3gEXyP0kkL7QqBpvtgUbiDef8q18RTGZnLwvjL2i1-kM3LB8u6oUcedzveDaL3X8U4C8ETVJBdrAuMBztQ=w408-h306-k-no","Café Jekemir","4.5","1419","Av. Horacio 304","Miguel Hidalgo, Ciudad de México","Cd. de México","MX","http://cafejekemir.com/sucursales.html","+52 55 5250 6242","Cafetería","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Jekemir&query_place_id=ChIJY4aeDav40YURiTiHoESr_wg"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9SxECf7LQM4bCbrZPodFhjTpafbZw6yYVHOn-rpLn3DRiEsJIL8ZSu29yrOP0wKahMQGNcMjWP8a9j1FBt4vf4JSMKICKba-eULPB9zBG1ieAxvWP-MpnDR439nqZXuwU89YIuw=w408-h544-k-no","Mechanical Wolf Cafetería","4.8","375","Calle Av. Dos 226","Benito Juárez, Ciudad de México","Cd. de México","MX","https://www.facebook.com/MechanicalWolfCafeteria",,"Cafetería","https://www.google.com/maps/search/?api=1&query=Mechanical%20Wolf%20Cafeter%C3%ADa&query_place_id=ChIJoeaSthT_0YURnT7jSDkt63c"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgVrMOwcuJpaOmmjLcmoF3wTVRMQ4hFyM9LsBSpmnwFZzLxqJUM9YmRbEnFhmdTdmoZbvhGkJG_Ak_tl5TdJo7JQBEmy834IZPjNJZPubAAOwTWIbLaoSpkzaI7OWygnaC1mI=w408-h306-k-no","Blend Station","4.5","2448","Avenida Tamaulipas 60 , Col. Condesa C.P06140","Cuauhtémoc, Ciudad de México","CDMX","MX","http://www.blendstation.com.mx/","+52 55 6868 5350","Cafetería","https://www.google.com/maps/search/?api=1&query=Blend%20Station&query_place_id=ChIJEZKE30P_0YURp8id6kZbn4Y"
"https://lh3.googleusercontent.com/p/AF1QipOXpcJbuveyXwYMIy1s0mzThVh-5h8eqZ4QlGsp=w452-h240-k-no","El Convite Cafetería y Pasteleria Artesanal","4.5","457","Filipinas 832","Benito Juárez, Ciudad de México","Cd. de México","MX","http://elconvite.com.mx/cafeteria-y-pasteleria/","+52 55 5086 8945","Cafetería","https://www.google.com/maps/search/?api=1&query=El%20Convite%20Cafeter%C3%ADa%20y%20Pasteleria%20Artesanal&query_place_id=ChIJA8QH_gD_0YURzAmGeBQrcwg"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqlo-olYhaVyl0wHTSilto088-yG6YLzj1HgIxoWcsYZE8FA-liAD4Gok-gnHHynVWs6p7JI9YW_GsyYdpBHw7SEq8w2N1a4jdGAwru7OSjbd-jgzsyptklyvtC1N1FXkkeUY8QxA=w532-h240-k-no","Chez Vous #Timecafé","4.7","409","Blvd. Miguel de Cervantes Saavedra 41","Miguel Hidalgo, Ciudad de México","Cd. de México","MX","https://chezvoustimecafe.com/","+52 55 7911 7544","Cafetería","https://www.google.com/maps/search/?api=1&query=Chez%20Vous%20%23Timecaf%C3%A9&query_place_id=ChIJia87ntkD0oURMkfYMj6uyBY"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMCBXp2UiFeFOjldwbXPjjJZ8j-G0mDwEnu6X1UG8wWjVTyqXK2p7MTo2HCWwLwyT4fRd212i8pbEkkvWROiI7rkoWaje2nc7mRp3ZIbgcCfAvTs62np69bOMctEQ2qem5LXhxrQ=w408-h544-k-no","Café del Parque","4.6","1112","Newton, Polanco 215","Miguel Hidalgo, Ciudad de México","CDMX","MX","http://www.cafedelparque.com/","+52 55 2624 1160","Restaurante","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20del%20Parque&query_place_id=ChIJ_xP1t6v40YURJmwqWm3owew"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohexYk9aKyirIs3pw67V8eDDsFEGNGTRKkRiyKIzxQW5edlaxcBw2NpDaYjKLXXWrEk9TXw-WQKckGJFgVQhjtptbjyx0Lbe_Hzb4FLnXoIEEfdgcS6yapmA95wJ11vyzmwQPKRA=w408-h544-k-no","Brewers Cafetería Experimental","4.8","262","Tuxpan 74","Cuauhtémoc, Ciudad de México","Cd. de México","MX","https://www.instagram.com/brewers.mx",,"Cafetería","https://www.google.com/maps/search/?api=1&query=Brewers%20Cafeter%C3%ADa%20Experimental&query_place_id=ChIJ-yUhFaX_0YURw2nYn6COViA"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4NRiourkxZgTDOFZWYRe-RQ0mfz03AgGC47-1MDOyrlxtr7Fvn5rlddObeekNQ4BzoFjnOYH1SzXYl0nXFluJo4pmsykNaZSdfOxkEth2gth_DhlR27ONaEMnJmzR6yYyYUQ0=w408-h544-k-no","Cardinal Casa de Café","4.5","1386","Córdoba 132","Cuauhtémoc, Ciudad de México","Cd. de México","MX",,"+52 55 6721 8874","Cafetería","https://www.google.com/maps/search/?api=1&query=Cardinal%20Casa%20de%20Caf%C3%A9&query_place_id=ChIJ05Z2Hzv_0YURcUimdYlMwkM"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS3j0npTM-NyZDlqdQdiy83Xtl70RMjNkRqenFtitbhFQ4-d6YJYFdGL7CvoRdDW_jlkwu1rO2si6FMxJM-IorWFQIMEAJ0GSxei1em6pn-vhRCQs3uqFmuGTo0iHxgy2tMr6O1A=w408-h486-k-no","Cafeteria ""musa""","4.8","36","Av. 8 294","Venustiano Carranza, Ciudad de México","Cd. de México","MX",,"+52 55 4571 0038","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeteria%20%22musa%22&query_place_id=ChIJB7J-rCb90YURoCkJh5c4kgI"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprkJtg7sWghkf2Wj6h9D4ge2GfMIYNmFh5bfNAcvF6SHS49u3Ybs7M_DLnTVBc_oBsicdVyw3B1HtlMCMm-qdRly0FhixggzPmL9LYCviI1Dw8MaaFK6wGe7tjWF3O2TeLr5N1DWXF-EZv=w408-h306-k-no","Cafetería El Oro Negro","4.7","48","C. Dr. José María Vértiz 1390","Benito Juárez, Ciudad de México","Cd. de México","MX",,"+52 55 8191 1577","Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20El%20Oro%20Negro&query_place_id=ChIJG8uFwRX_0YUR6GDYkG1jTC0"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqj3MNPBwtoVFWOejWDKyKxFTDBLiA286JB06ISCkaodfEH6ZVnn0tXlxSS0JU2Bvx7L_LDlR65DMYMkLc0IFj925MI11V7uZ-xMP7tqKQIbDfyxf2nvv1LzBsakCNiwMZhDHzAcQ=w408-h306-k-no","El Café de la Esquina 26","4.6","393","Presa Las Pilas 26","Miguel Hidalgo, Ciudad de México","Cd. de México","MX","http://www.elcafedelaesquinamx.com/","+52 55 5395 7410","Cafetería","https://www.google.com/maps/search/?api=1&query=El%20Caf%C3%A9%20de%20la%20Esquina%2026&query_place_id=ChIJGfgiHKAD0oURxLFJP1sZdFs"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWhGeMGO96Ry8ZSQjZ0jt9iOBeo_0rNnY0KgktfRoBbBK2Th311ZAK6192EgTnbDC2tXNL814EfLuI1GGFlkQo915wedm_Yj_-Ig3lc9a1h3VMoeyKPr8wkXMTskwYnsjJPXs=w408-h544-k-no","CAFFETTINO","5","879","Bahía de San Hipólito 126-B","Miguel Hidalgo, Ciudad de México","Cd. de México","MX",,,"Cafetería","https://www.google.com/maps/search/?api=1&query=CAFFETTINO&query_place_id=ChIJdYqC-a340YURTDLrFpzOXgs"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEDZAUJQNGahzaceuirjtJPTZHbeFRKA8IDN9Z1u3aDyy71cOy8_CTHZz9RWXg-2XKu2wJ1Di6QXoZc75Fzorp0qpVmoxjlBSbiWlIV_5dxQezXorflegJzz3f6WQYE6tvsjyc=w408-h544-k-no","Café Escandón","4.3","1677","C. Sindicalismo 53","Miguel Hidalgo, Ciudad de México","Cd. de México","MX","http://cafeescandon.com/","+52 55 2614 2376","Cafetería","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Escand%C3%B3n&query_place_id=ChIJU12e42v_0YURSpojQ93vQTE"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBim8Wm2e8o_hliS2VJZmBNIhqqB7v_iNGhhL0Bg6swmnUGvxEV3KsnwwSv9coBEuaS02-gBxpvbRHq6H_SCh20Di6A1ZYJrTcOSYh76_gmcmv2DRhTPxWZKB_uwGvxZexpLrnwg=w408-h544-k-no","Qūentin Café","4.4","1711","Av. Álvaro Obregón 64","Cuauhtémoc, Ciudad de México","Cd. de México","MX","https://qentincafe.shop/","+52 55 2715 9042","Cafetería","https://www.google.com/maps/search/?api=1&query=Q%C5%ABentin%20Caf%C3%A9&query_place_id=ChIJrfB9xjr_0YUROHhUI3FrqFw"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npl8vQCEevrpi27ZvZK6GrMxjUdadA8dsSjbo47zv0dNuOtZVKX7IbboD548A21H9-K-HnMSAbd5yTMUNCTyvCDhFd3qOIyJGDMDBcZZgC1wyoohS5zcxHD8hRg8E91IxYwcSZAbQ=w408-h544-k-no","Cafeteria","4.6","195","C. Dr. Enrique González Martínez 148 A","Cuauhtémoc, Ciudad de México","Cd. de México","MX",,,"Cafetería","https://www.google.com/maps/search/?api=1&query=Cafeteria&query_place_id=ChIJi0_wokr50YURba5Uv6PYK0U"
"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLfYy8AQmmuhZW39VPU7nAAvqo-1QBLFGpRcvd5v-QdYTEjDtwH14tS0qpA66CqnGYKoitbPDWrVunHRd168szi96JLry0wZtN4QgJ8yT6tw_bzCgEXsGhFvITUhOjXw4hVTg=w408-h544-k-no","La Caja de Cristal","4.5","482","Av. Isaac Newton 186","Miguel Hidalgo, Ciudad de México","Cd. de México","MX","http://lacajadecristal.com/",,"Cafetería","https://www.google.com/maps/search/?api=1&query=La%20Caja%20de%20Cristal&query_place_id=ChIJ13Envxb50YUROn627mhLe2I"
